,result_id,Unnamed: 0.1,X,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names,date,year,genres,decade,label,romance,horror,scifi
780,780,5165,2,False,/oauZVVtIIeTz3blb9kVcT0qRiUP.jpg,"[878, 12, 10751, 14]",601,en,E.T. the Extra-Terrestrial,A science fiction fairytale about an extra-terrestrial who is left behind on Earth and is found by a young boy who befriends him. This heart-warming fantasy from Director Steven Spielberg became one of the most commercially successful films of all time.,3.93169,/vEaHlJljhYqYjMc7HmNEOoq3UlU.jpg,1982-04-03,E.T. the Extra-Terrestrial,False,7.3,2400,"[Science Fiction, Adventure, Family, Fantasy]",1982-04-03,1982,"878, 12, 10751, 14",1980,scifi,0.0,0.0,1.0
781,781,5365,2,False,/qmDy6Rdom8d8UFj9GeAAtVIjTRT.jpg,"[14, 28, 35, 878, 10751]",620,en,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",3.698827,/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg,1984-06-07,Ghostbusters,False,7.3,1797,"[Fantasy, Action, Comedy, Science Fiction, Family]",1984-06-07,1984,"14, 28, 35, 878, 10751",1980,scifi,0.0,0.0,1.0
782,782,5864,1,False,/5AhzhhWMD7VxjXjvr1Cx3BmPxyj.jpg,"[12, 35, 10751, 878]",9354,en,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,3.606688,/f5eFxKYAd7hN1BxYzBg9qL1SDRe.jpg,1989-06-22,"Honey, I Shrunk the Kids",False,6.0,545,"[Adventure, Comedy, Family, Science Fiction]",1989-06-22,1989,"12, 35, 10751, 878",1980,scifi,0.0,0.0,1.0
783,783,5664,1,False,/cCu1TazB95Fykw3min9W0lgLNUs.jpg,"[28, 53, 878]",5548,en,RoboCop,"In a dystopic, future crime-ridden Detroit controlled by a powerful corporation, a terminally wounded cop returns to the force as a company-owned cyborg with submerged memories haunting him.",3.47689,/gtGreTdzYBuQsEwTliEFdTzPleV.jpg,1987-07-17,RoboCop,False,7.0,1141,"[Action, Thriller, Science Fiction]",1987-07-17,1987,"28, 53, 878",1980,scifi,0.0,0.0,1.0
784,784,5067,4,False,/iSi3OJKSPNknaxSvjpOa6c38Xgn.jpg,"[878, 28]",1103,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",3.223277,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,1981-05-22,Escape from New York,False,6.8,532,"[Science Fiction, Action]",1981-05-22,1981,"878, 28",1980,scifi,0.0,0.0,1.0
785,785,5465,2,False,/pVlZBKp8v3Jzd0ahPmrBGlbeQ2s.jpg,"[35, 878]",68,en,Brazil,"Brazil is a Terry Gilliam dystopic black comedy film that reflects the melancholy, dreamlike quality of a famous Brazilian song that’s been translated into English. The film parodies the mostly dysfunctional bureaucratic world we live in and takes us to a post-apocalyptic world in the future yet with our present day attitudes in mind.",3.222363,/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg,1985-02-20,Brazil,False,7.5,666,"[Comedy, Science Fiction]",1985-02-20,1985,"35, 878",1980,scifi,0.0,0.0,1.0
786,786,5764,1,False,/wtwn4pSFZhm665cQIHFmBjmgMEC.jpg,"[878, 16]",149,ja,アキラ,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",3.190703,/8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg,1988-07-16,Akira,False,7.7,592,"[Science Fiction, Animation]",1988-07-16,1988,"878, 16",1980,scifi,0.0,0.0,1.0
787,787,5866,3,False,/5mE9rLSjtjGdl1q2tSsqMAydE4F.jpg,"[12, 28, 53, 878]",2756,en,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",2.843734,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,1989-08-08,The Abyss,False,7.1,658,"[Adventure, Action, Thriller, Science Fiction]",1989-08-08,1989,"12, 28, 53, 878",1980,scifi,0.0,0.0,1.0
788,788,5566,3,False,/rOzFJMPj1h5AFO1SzQtGWmyaNjV.jpg,"[35, 14, 878]",10658,en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,2.671251,/f2pj3SSj1GdFSrS5bUojT56umL6.jpg,1986-08-01,Howard the Duck,False,5.1,183,"[Comedy, Fantasy, Science Fiction]",1986-08-01,1986,"35, 14, 878",1980,scifi,0.0,0.0,1.0
789,789,5867,4,False,/8o58ZFCcdz1XVZTaPXVFDqYOTeh.jpg,"[14, 28, 35, 878, 10751]",2978,en,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",2.575475,/4nN0EYNbOWHJ9UO39maO5Kvcdfa.jpg,1989-06-15,Ghostbusters II,False,6.3,813,"[Fantasy, Action, Comedy, Science Fiction, Family]",1989-06-15,1989,"14, 28, 35, 878, 10751",1980,scifi,0.0,0.0,1.0
790,790,5265,2,False,/49T2pRfucW3Xz1snGqZmAh4Y3P6.jpg,"[35, 28, 12, 14, 878]",9531,en,Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",2.562686,/cg0xVuRQbb6QkaH5nvd8lzgr2Yf.jpg,1983-06-17,Superman III,False,4.9,360,"[Comedy, Action, Adventure, Fantasy, Science Fiction]",1983-06-17,1983,"35, 28, 12, 14, 878",1980,scifi,0.0,0.0,1.0
791,791,5571,8,False,/c9zy6wPg4sT4zAlW4bLmVvNia9h.jpg,"[878, 28, 53]",36349,en,Black Moon Rising,An FBI free-lancer stashes a stolen Las Vegas-crime tape in a high-tech car stolen by someone else.,2.490999,/v2fXTvoGnYvEhTmiuubE37YrWv1.jpg,1986-01-10,Black Moon Rising,False,6.1,23,"[Science Fiction, Action, Thriller]",1986-01-10,1986,"878, 28, 53",1980,scifi,0.0,0.0,1.0
792,792,5370,7,False,/dvvitNm9sld8n0hrsAuj5gyycEF.jpg,"[28, 878, 35]",10179,en,The Ice Pirates,"The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets.",2.468154,/wDnPJkkBDLqnwZKkPZoWptgOz9U.jpg,1984-03-16,The Ice Pirates,False,5.7,42,"[Action, Science Fiction, Comedy]",1984-03-16,1984,"28, 878, 35",1980,scifi,0.0,0.0,1.0
793,793,5669,6,False,/usccdXtvKsEusqx82HkTjiyolJH.jpg,"[28, 12, 878]",11411,en,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",2.45291,/q1P6UHWdrtZNkmdnoprV0ILfLlr.jpg,1987-07-23,Superman IV: The Quest for Peace,False,4.1,237,"[Action, Adventure, Science Fiction]",1987-07-23,1987,"28, 12, 878",1980,scifi,0.0,0.0,1.0
794,794,5670,7,False,/mMblxwsvvJ9wu8CVXVVjX4MBuN2.jpg,"[35, 878]",957,en,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",2.445206,/xWt9KAcToCRdJ6JH8JyZZlhkVgG.jpg,1987-06-24,Spaceballs,False,6.7,699,"[Comedy, Science Fiction]",1987-06-24,1987,"35, 878",1980,scifi,0.0,0.0,1.0
795,795,5673,10,False,/zwW7fzXQZF6r9fdl1C7V1gRQq73.jpg,"[28, 878]",865,en,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",2.321846,/ni5PkWh3J3Zx4pVk5JYGTywZDqW.jpg,1987-11-13,The Running Man,False,6.4,559,"[Action, Science Fiction]",1987-11-13,1987,"28, 878",1980,scifi,0.0,0.0,1.0
796,796,4968,5,False,/bOVyJyl19wX6crzZDCERXeweeZ8.jpg,[878],3604,en,Flash Gordon,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",2.317965,/9c5vKUX7MB1yixVp0ZFAUDRTaeE.jpg,1980-09-01,Flash Gordon,False,6.0,184,[Science Fiction],1980-09-01,1980,878,1980,scifi,0.0,0.0,1.0
797,797,5170,7,False,/yIvxB5Gbq27ZexGgmKLcuDVTq1c.jpg,"[878, 28, 12, 53]",10724,en,Firefox,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.",2.270746,/1QK1xhmvnLLZhDC8DNaFt08psp9.jpg,1982-06-13,Firefox,False,5.4,108,"[Science Fiction, Action, Adventure, Thriller]",1982-06-13,1982,"878, 28, 12, 53",1980,scifi,0.0,0.0,1.0
798,798,5872,9,False,/nNH43KDwtiXJIie6oviBIEwE8xd.jpg,"[878, 28, 12, 53]",172,en,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,2.241666,/kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,1989-06-09,Star Trek V: The Final Frontier,False,5.5,314,"[Science Fiction, Action, Adventure, Thriller]",1989-06-09,1989,"878, 28, 12, 53",1980,scifi,0.0,0.0,1.0
799,799,4970,7,False,/1d0bPDy0Ud7g7vZ5qnKI6HsduLE.jpg,"[28, 12, 14, 878]",8536,en,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",2.200591,/uvxjXSfph2FD07A2jBG9NHJnl27.jpg,1980-12-04,Superman II,False,6.4,465,"[Action, Adventure, Fantasy, Science Fiction]",1980-12-04,1980,"28, 12, 14, 878",1980,scifi,0.0,0.0,1.0
800,800,5268,5,False,/1yraYrrghC42Rcyw9eyabH8QX8G.jpg,"[878, 28, 53, 80, 18]",6341,en,Blue Thunder,"Officer Frank Murphy, an experienced LAPD helicopter pilot, is given command of the advanced new ""Blue Thunder"" chopper. But he begins to wonder why the LAPD would need a helicopter so powerful and why it is such a secret.",2.193179,/sdsA2shw0TA81idpx2EafI6FEwN.jpg,1983-02-05,Blue Thunder,False,5.8,85,"[Science Fiction, Action, Thriller, Crime, Drama]",1983-02-05,1983,"878, 28, 53, 80, 18",1980,scifi,0.0,0.0,1.0
801,801,5371,8,False,/qKIldRZ3jy3uGWdrNIt3P7QA5J3.jpg,"[12, 14, 16, 28, 878]",81,ja,風の谷のナウシカ,"Nausicaä, a gentle young princess, has an empathetic bond with the giant mutated insects that evolved in the wake of the destruction of the ecosystem. Traveling by cumbersome flying ship, on the backs of giant birds, and perched atop her beloved glider, Nausicaä and her allies must negotiate peace between kingdoms battling over the last of the world's precious natural resources.",2.178174,/y2rl0OkMfZHpBaQYPfSJmLMOxwp.jpg,1984-03-11,Nausicaä of the Valley of the Wind,False,7.7,617,"[Adventure, Fantasy, Animation, Action, Science Fiction]",1984-03-11,1984,"12, 14, 16, 28, 878",1980,scifi,0.0,0.0,1.0
802,802,5171,8,False,/jokgVNl2XleF1RlSJk4WhofqJRi.jpg,"[28, 878]",61755,it,1990: I guerrieri del Bronx,"In a post-apocalyptic New York City, a policeman infiltrates the Bronx, which has become a battleground for several murderous street gangs.",2.177727,/5K9eHDtdvVAYoyw6XiW8eayH0gB.jpg,1982-08-22,1990: The Bronx Warriors,False,4.3,15,"[Action, Science Fiction]",1982-08-22,1982,"28, 878",1980,scifi,0.0,0.0,1.0
803,803,5576,13,False,/yoOgUFzKst23wCcW4TdakAJ1lXd.jpg,"[35, 10751, 878]",2605,en,Short Circuit,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",2.163669,/7HGVea7ful5Hvm7yngAQhIXubJv.jpg,1986-05-09,Short Circuit,False,6.4,424,"[Comedy, Family, Science Fiction]",1986-05-09,1986,"35, 10751, 878",1980,scifi,0.0,0.0,1.0
804,804,5173,10,False,/rRTMdhZ7kxMdJIqykz0t4p0HABA.jpg,"[878, 28, 12]",97,en,Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",2.120869,/cTF8lpXvAwT1SLH9kVFZZl0AO0D.jpg,1982-07-09,Tron,False,6.6,584,"[Science Fiction, Action, Adventure]",1982-07-09,1982,"878, 28, 12",1980,scifi,0.0,0.0,1.0
805,805,5577,14,False,/2SmriSA5l4WE40KnZ8mA0GuqtEJ.jpg,"[878, 12]",168,en,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",2.120623,/62nATuMKuaLhd5VHKumHOrJnCZa.jpg,1986-11-25,Star Trek IV: The Voyage Home,False,6.8,405,"[Science Fiction, Adventure]",1986-11-25,1986,"878, 12",1980,scifi,0.0,0.0,1.0
806,806,5174,11,False,/gih4L6m9u1yB3PGwyJxB5wjzbqR.jpg,"[878, 28, 12, 18, 53]",154,en,Star Trek II: The Wrath of Khan,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,2.119699,/7VKpj4Xl3hTzgAS3xpVuOyqNnSv.jpg,1982-06-03,Star Trek II: The Wrath of Khan,False,7.2,570,"[Science Fiction, Action, Adventure, Drama, Thriller]",1982-06-03,1982,"878, 28, 12, 18, 53",1980,scifi,0.0,0.0,1.0
807,807,5875,12,False,/gEPvx7SQtQNugHBzKWM6tAIjVgY.jpg,"[28, 878]",10134,en,Cyborg,A martial artist hunts a killer in a plague-infested urban dump of the future.,2.093479,/9LXIZK0pTAOwwErhfgqypcLMZrM.jpg,1989-04-07,Cyborg,False,4.8,120,"[Action, Science Fiction]",1989-04-07,1989,"28, 878",1980,scifi,0.0,0.0,1.0
808,808,5269,6,False,/xsOEqOFL5NK5tgRQeUyKQT0fbC8.jpg,"[878, 18]",7012,en,The Day After,"The film portrays a fictional nuclear war between NATO forces and the Warsaw Pact that rapidly escalates into a full scale exchange between the United States and the Soviet Union, focusing on the residents of Lawrence, Kansas, and Kansas City, Missouri, as well as several family farms situated next to nearby nuclear missile silos.",2.052073,/jlf2Bdy9F23aYPyyrBQzpHcRMp5.jpg,1983-11-20,The Day After,False,6.8,76,"[Science Fiction, Drama]",1983-11-20,1983,"878, 18",1980,scifi,0.0,0.0,1.0
809,809,5374,11,False,/pU370iJEg0NUQrL6QmCagsIYoqg.jpg,"[53, 878]",4437,en,2010,"This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...",2.015737,/9Rcz2n16HEYRi2EKGliByP6ESYR.jpg,1984-12-06,2010,False,6.6,244,"[Thriller, Science Fiction]",1984-12-06,1984,"53, 878",1980,scifi,0.0,0.0,1.0
810,810,5375,12,False,/zwyQjr7PAIVvcQoVrI5kXqXqt2t.jpg,"[28, 878, 12]",841,en,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",1.998065,/vvXGhr0vqQ0GT9npc8y5StOCJph.jpg,1984-12-14,Dune,False,6.5,439,"[Action, Science Fiction, Adventure]",1984-12-14,1984,"28, 878, 12",1980,scifi,0.0,0.0,1.0
811,811,5679,16,False,/xSoH5eTTZQBGcCCR5gzSKzAxXA7.jpg,"[28, 35, 878]",2614,en,Innerspace,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",1.996248,/krRl7QKdIYsVUPYmOwElA1sqQE7.jpg,1987-06-30,Innerspace,False,6.6,252,"[Action, Comedy, Science Fiction]",1987-06-30,1987,"28, 35, 878",1980,scifi,0.0,0.0,1.0
812,812,5876,13,False,/ca925HbhdgTdjEs3VGg3SX0k86a.jpg,"[12, 35, 878]",1648,en,Bill & Ted's Excellent Adventure,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",1.985388,/b2yKJ1STPklVSRtso2Tg4TPXK7u.jpg,1989-02-17,Bill & Ted's Excellent Adventure,False,6.7,359,"[Adventure, Comedy, Science Fiction]",1989-02-17,1989,"12, 35, 878",1980,scifi,0.0,0.0,1.0
813,813,5469,6,False,/5kEmDo78FHMJNPINxcUkPTspmjQ.jpg,"[18, 878]",11864,en,Enemy Mine,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",1.942197,/hKsZY8jHagbiTtvq8mwHV36a9ki.jpg,1985-12-12,Enemy Mine,False,6.7,196,"[Drama, Science Fiction]",1985-12-12,1985,"18, 878",1980,scifi,0.0,0.0,1.0
814,814,5077,14,False,/zTB8FzT5llI39Tvo0wEk2XWbCLY.jpg,"[10751, 14, 878, 12, 35]",36819,en,Time Bandits,"A boy escapes from his gadget-obsessed parents to join a band of time-traveling dwarves, and meets Napoleon, Robin Hood, King Agamemnon and other famous figures.",1.935402,/ydI0Z7JWTaDLg8uJEddpzy4UBcl.jpg,1981-07-13,Time Bandits,False,6.5,211,"[Family, Fantasy, Science Fiction, Adventure, Comedy]",1981-07-13,1981,"10751, 14, 878, 12, 35",1980,scifi,0.0,0.0,1.0
815,815,5878,15,False,/cwFqXAHpoBL0TpDO550xc10Vt3D.jpg,"[9648, 18, 878, 53]",4296,en,Millennium,An investigator seeking the cause of an airline disaster discovers the involvement of an organisation of time travellers from a future Earth irreparably polluted who seek to rejuvenate the human race from those about to die in the past. Based on a novel by John Varley.,1.894276,/ll2YocDnf0zd1c0LvjlSJCILtIF.jpg,1989-08-25,Millennium,False,5.2,41,"[Mystery, Drama, Science Fiction, Thriller]",1989-08-25,1989,"9648, 18, 878, 53",1980,scifi,0.0,0.0,1.0
816,816,5685,2,False,/i2PgktgTg0vRp3L5iunnFZaJ4rC.jpg,"[35, 878]",5709,en,Amazon Women on the Moon,"Acclaimed director John Landis (Animal House, The Blues Brothers) presents this madcap send-up of late night TV, low-budget sci-fi films and canned-laughter-filled sitcoms packed with off-the-wall sketches that will have you in stitches. Centered around a television station which features a 1950s-style sci-fi movie interspersed with a series of wild commercials, wacky shorts and weird specials, this lampoon of contemporary life and pop culture skewers some of the silliest spectacles ever created in the name of entertainment. A truly outrageous look at the best of the worst that television has to offer.",1.855657,/wsvlMJf8Hkw63Msk8lGIEPHyWsN.jpg,1987-09-18,Amazon Women on the Moon,False,6.0,29,"[Comedy, Science Fiction]",1987-09-18,1987,"35, 878",1980,scifi,0.0,0.0,1.0
817,817,5078,15,False,/iOGODt9Z92SHVEyuEQiN8wYidmQ.jpg,"[16, 878]",11827,en,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",1.816174,/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg,1981-08-07,Heavy Metal,False,6.3,119,"[Animation, Science Fiction]",1981-08-07,1981,"16, 878",1980,scifi,0.0,0.0,1.0
818,818,5278,15,False,/h3ccS8E9wVn6UV4W03XkuLu7y47.jpg,"[878, 53]",15050,en,Brainstorm,Two brilliant research scientists have invented a device capable of recording and playing back sensory experiences only to have devastating results when one of them records their own death.,1.79477,/ePU1AHsptIjMt9yGGjpDcU5YTwe.jpg,1983-09-30,Brainstorm,False,6.3,59,"[Science Fiction, Thriller]",1983-09-30,1983,"878, 53",1980,scifi,0.0,0.0,1.0
819,819,5279,16,False,/AkwLeC0Q8GIkYJ6ZI0tc0118AY6.jpg,"[53, 878]",860,en,WarGames,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",1.794637,/rQocmooj7bFKS2vZfzWBB5O12eR.jpg,1983-06-03,WarGames,False,7.0,407,"[Thriller, Science Fiction]",1983-06-03,1983,"53, 878",1980,scifi,0.0,0.0,1.0
820,820,5380,17,False,/mcFPTYm90593alFemhEMZIaiMa6.jpg,"[12, 10751, 14, 878, 10770]",1884,en,The Ewok Adventure,"The Towani family civilian shuttlecraft crashes on the forest moon of Endor. The four Towani's are separated. Jermitt and Catarine, the mother and father are captured by the giant Gorax, and Mace and Cindel, the son and daughter, are missing when they are captured. The next day, the Ewok Deej is looking for his two sons when they find Cindel all alone in the shuttle (Mace and Cindel were looking for the transmitter to send a distress call), when Mace appears with his emergency blaster. Eventually, the four-year old Cindel is able to convince the teenage Mace that the Ewoks are nice. Then, the Ewoks and the Towani's go on an adventure to find the elder Towanis.",1.787943,/nBj50ywoyBPHlXXIByIxzgjPWPZ.jpg,1984-11-25,The Ewok Adventure,False,5.9,36,"[Adventure, Family, Fantasy, Science Fiction, TV Movie]",1984-11-25,1984,"12, 10751, 14, 878, 10770",1980,scifi,0.0,0.0,1.0
821,821,5383,0,False,/slmJpBDhIROf64YwNtXnuMT4ufB.jpg,"[35, 18, 878]",13820,en,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",1.740575,/e3I831drBvpHe6FFb93geZxqU5c.jpg,1984-02-20,Repo Man,False,6.8,121,"[Comedy, Drama, Science Fiction]",1984-02-20,1984,"35, 18, 878",1980,scifi,0.0,0.0,1.0
822,822,5584,1,False,/frQ7WuW595dispaIW66SYmzKasG.jpg,"[10751, 878, 12]",10122,en,Flight of the Navigator,"In Flight of the Navigator, 12-year old David Freeman goes missing in 1978, only to reappear in 1986. In the eight years that have passed, he hasn't aged. It's no coincidence that at the time he comes back, a flying saucer is found. David feels inexplicably connected to the fantastic machine...",1.740281,/69kD2bpkwSadpN30JB9vJrlz8HW.jpg,1986-07-30,Flight of the Navigator,False,6.8,179,"[Family, Science Fiction, Adventure]",1986-07-30,1986,"10751, 878, 12",1980,scifi,0.0,0.0,1.0
823,823,5281,18,False,/fmDP3thG0nB2rFgurRBaM41CWGc.jpg,"[28, 12, 16, 14, 878]",21356,en,Rock & Rule,A malevolent rock star kidnaps a female singer to force her to participate in the summoning of a demon and her band must help her stop him.,1.728093,/d5La4KVkVu2RC13hJFrOakA9EM3.jpg,1983-04-15,Rock & Rule,False,6.3,20,"[Action, Adventure, Animation, Fantasy, Science Fiction]",1983-04-15,1983,"28, 12, 16, 14, 878",1980,scifi,0.0,0.0,1.0
824,824,5789,6,False,/k2p8bbDARn6QwyJRsQfLldTJB38.jpg,"[35, 18, 878]",11285,en,Cocoon: The Return,"The old age pensioners that left at the end of the first film come back to earth to visit their relatives. Will they all decide to go back to the planet where no-one grows old, or will they be tempted to stay back on earth, or will they?",1.698003,/AkPcfRIZ1ZynIB2nnOOOWzHPOT9.jpg,1988-09-13,Cocoon: The Return,False,5.3,74,"[Comedy, Drama, Science Fiction]",1988-09-13,1988,"35, 18, 878",1980,scifi,0.0,0.0,1.0
825,825,6863,0,False,/7u3pxc0K1wx32IleAkLv78MKgrw.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",8.510558,/lZpWprJqbIFpEV5uoHfoK0KCnTW.jpg,1999-03-30,The Matrix,False,7.8,7245,"[Action, Science Fiction]",1999-03-30,1999,"28, 878",1990,scifi,0.0,0.0,1.0
826,826,6063,0,False,/d9AqtruwS8nljKjL5aYzM42hQJr.jpg,"[28, 53, 878]",280,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",6.979252,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,1991-07-01,Terminator 2: Judgment Day,False,7.7,3444,"[Action, Thriller, Science Fiction]",1991-07-01,1991,"28, 53, 878",1990,scifi,0.0,0.0,1.0
