"","genre","top1000id","title","nwords","num","numloc","char","apost","quest","colon","hyph","excl","amper","the_st","sentscore"
"7066",1,"7066","Third Person",2,0,0,12,0,0,0,0,0,0,0,0
"7067",1,"7067","The Face of Love",4,0,0,16,0,0,0,0,0,0,1,1
"7077",1,"7077","What If",2,0,0,7,0,0,0,0,0,0,0,0
"7079",1,"7079","Drinking Buddies",2,0,0,16,0,0,0,0,0,0,0,0
"7081",1,"7081","Frequencies",1,0,0,11,0,0,0,0,0,0,0,0
"7084",1,"7084","Remember Sunday",2,0,0,15,0,0,0,0,0,0,0,0
"7093",1,"7093","At Middleton",2,0,0,12,0,0,0,0,0,0,0,0
"7103",1,"7103","Diana",1,0,0,5,0,0,0,0,0,0,0,0
"7104",1,"7104","Romeo & Juliet",3,0,0,14,0,0,0,0,0,1,0,0
"7108",1,"7108","Austenland",1,0,0,10,0,0,0,0,0,0,0,0
"7113",1,"7113","Behind the Candelabra",3,0,0,21,0,0,0,0,0,0,0,0
"7132",1,"7132","Cottage Country",2,0,0,15,0,0,0,0,0,0,0,0
"7138",1,"7138","Blue Is the Warmest Color",5,0,0,25,0,0,0,0,0,0,0,0
"7142",1,"7142","Kill Your Darlings",3,0,0,18,0,0,0,0,0,0,0,-1
"7143",1,"7143","Ain't Them Bodies Saints",4,0,0,24,1,0,0,0,0,0,0,0
"7148",1,"7148","Night Train to Lisbon",4,0,0,21,0,0,0,0,0,0,0,0
"7151",1,"7151","Admission",1,0,0,9,0,0,0,0,0,0,0,0
"7167",1,"7167","Raanjhanaa",1,0,0,10,0,0,0,0,0,0,0,0
"7170",1,"7170","Love and Honor",3,0,0,14,0,0,0,0,0,0,0,2
"7171",1,"7171","Only Lovers Left Alive",4,0,0,22,0,0,0,0,0,0,0,0
"7178",1,"7178","Safe Haven",2,0,0,10,0,0,0,0,0,0,0,1
"7189",1,"7189","Chinese Puzzle",2,0,0,14,0,0,0,0,0,0,0,0
"7194",1,"7194","Bright Days Ahead",3,0,0,17,0,0,0,0,0,0,0,1
"7197",1,"7197","Free Fall",2,0,0,9,0,0,0,0,0,0,0,0
"7228",1,"7228","Bangun Lagi Dong Lupus",4,0,0,22,0,0,0,0,0,0,0,0
"7229",1,"7229","Love, Chunibyo & Other Delusions! Rikka Version",7,0,0,47,0,0,0,0,1,1,0,0
"7241",1,"7241","Enough Said",2,0,0,11,0,0,0,0,0,0,0,1
"7245",1,"7245","Horny Family",2,0,0,12,0,0,0,0,0,0,0,0
"7261",1,"7261","The Liar and His Lover",5,0,0,22,0,0,0,0,0,0,1,-1
"7262",1,"7262","Neva",1,0,0,4,0,0,0,0,0,0,0,0
"7270",1,"7270","Love Is in the Air",5,0,0,18,0,0,0,0,0,0,0,1
"7276",1,"7276","The Right Kind of Wrong",5,0,0,23,0,0,0,0,0,0,1,1
"7293",1,"7293","Of Horses and Men",4,0,0,17,0,0,0,0,0,0,0,0
"7304",1,"7304","One Small Hitch",3,0,0,15,0,0,0,0,0,0,0,-1
"7311",1,"7311","Aşk Kırmızı",2,0,0,11,0,0,0,0,0,0,0,0
"7321",1,"7321","Gabrielle",1,0,0,9,0,0,0,0,0,0,0,0
"7334",1,"7334","A Promise",2,0,0,9,0,0,0,0,0,0,0,1
"7337",1,"7337","Chennai Express",2,0,0,15,0,0,0,0,0,0,0,0
"7346",1,"7346","Barcelona Summer Night",3,0,0,22,0,0,0,0,0,0,0,0
"7348",1,"7348","Death Comes to Pemberley",4,0,0,24,0,0,0,0,0,0,0,-1
"7369",1,"7369","10 Rules for Sleeping Around",5,1,2,28,0,0,0,0,0,0,0,0
"7374",1,"7374","KOTATSU,ORANGE, AND MEOW!",3,0,0,25,0,0,0,0,1,0,0,0
"7377",1,"7377","Words and Pictures",3,0,0,18,0,0,0,0,0,0,0,0
"7386",1,"7386","Savannah",1,0,0,8,0,0,0,0,0,0,0,0
"7395",1,"7395","Boss Wants a Happy Ending",5,0,0,25,0,0,0,0,0,0,0,1
"7402",1,"7402","Summer in February",3,0,0,18,0,0,0,0,0,0,0,0
"7403",1,"7403","The Lifeguard",2,0,0,13,0,0,0,0,0,0,1,0
"7418",1,"7418","Holidaze",1,0,0,8,0,0,0,0,0,0,0,0
"7431",1,"7431","Aashiqui 2",2,1,11,10,0,0,0,0,0,0,0,0
"7437",1,"7437","The Mafia Kills Only in Summer",6,0,0,30,0,0,0,0,0,0,1,-1
"7471",1,"7471","Jan Dara: The Finale",4,0,0,20,0,0,1,0,0,0,0,0
"7476",1,"7476","Chance At Romance",3,0,0,17,0,0,0,0,0,0,0,0
"7490",1,"7490","The Food Guide to Love",5,0,0,22,0,0,0,0,0,0,1,1
"7501",1,"7501","Celal ile Ceren",3,0,0,15,0,0,0,0,0,0,0,0
"7506",1,"7506","Intersections",1,0,0,13,0,0,0,0,0,0,0,0
"7510",1,"7510","Odnoklassniki.ru: The Magic Laptop",4,0,0,34,0,0,1,0,0,0,0,1
"7531",1,"7531","Banklady",1,0,0,8,0,0,0,0,0,0,0,0
"7534",1,"7534","Angelique",1,0,0,9,0,0,0,0,0,0,0,0
"7536",1,"7536","Senin Hikayen",2,0,0,13,0,0,0,0,0,0,0,0
"7555",1,"7555","Water and Fire",3,0,0,14,0,0,0,0,0,0,0,0
"7557",1,"7557","The Blue Umbrella",3,0,0,17,0,0,0,0,0,0,1,0
"7571",1,"7571","Goliyon Ki Raasleela Ram-Leela",4,0,0,30,0,0,0,1,0,0,0,0
"7592",1,"7592","The Future Diary: Redial",4,0,0,24,0,0,1,0,0,0,1,0
"7595",1,"7595","Karnaval",1,0,0,8,0,0,0,0,0,0,0,0
"7600",1,"7600","Yeh Jawaani Hai Deewani",4,0,0,23,0,0,0,0,0,0,0,0
"7613",1,"7613","The Stolen Years",3,0,0,16,0,0,0,0,0,0,1,-1
"7632",1,"7632","I Love You Renato",4,0,0,17,0,0,0,0,0,0,0,1
"7646",1,"7646","Grand Central",2,0,0,13,0,0,0,0,0,0,0,1
"7648",1,"7648","Princess Sakura: Forbidden Pleasures",4,0,0,36,0,0,1,0,0,0,0,-1
"7658",1,"7658","A Story of Yonosuke",4,0,0,19,0,0,0,0,0,0,0,0
"7660",1,"7660","Me late chocolate",3,0,0,17,0,0,0,0,0,0,0,0
"7678",1,"7678","Hal",1,0,0,3,0,0,0,0,0,0,0,0
"7685",1,"7685","Aura: Koga Maryuin's Last War",5,0,0,29,1,0,1,0,0,0,0,0
"7693",1,"7693","The Ultimate Life",3,0,0,17,0,0,0,0,0,0,1,0
"7714",1,"7714","Mi verano con Amanda 3",5,1,23,22,0,0,0,0,0,0,0,0
"7729",1,"7729","Intimate Parts",2,0,0,14,0,0,0,0,0,0,0,0
"7738",1,"7738","Slightly Single in L.A.",4,0,0,23,0,0,0,0,0,0,0,0
"7750",1,"7750","Fir Crazy",2,0,0,9,0,0,0,0,0,0,0,-1
"7762",1,"7762","Jamais le premier soir",4,0,0,22,0,0,0,0,0,0,0,0
"7773",1,"7773","Besharam",1,0,0,8,0,0,0,0,0,0,0,0
"7779",1,"7779","anohana: The Flower We Saw That Day The Movie",9,0,0,45,0,0,1,0,0,0,0,0
"7781",1,"7781","Hats Off to Christmas!",4,0,0,22,0,0,0,0,1,0,0,0
"7793",1,"7793","Young Mother",2,0,0,12,0,0,0,0,0,0,0,0
"7797",1,"7797","Geography Club",2,0,0,14,0,0,0,0,0,0,0,0
"7799",1,"7799","One Night Surprise",3,0,0,18,0,0,0,0,0,0,0,0
"7812",1,"7812","So Young",2,0,0,8,0,0,0,0,0,0,0,0
"7814",1,"7814","When Calls the Heart",4,0,0,20,0,0,0,0,0,0,0,0
"7818",1,"7818","Lovestruck: The Musical",3,0,0,23,0,0,1,0,0,0,0,0
"7819",1,"7819","Salvo",1,0,0,5,0,0,0,0,0,0,0,0
"7823",1,"7823","Şevkat Yerimdar",2,0,0,15,0,0,0,0,0,0,0,0
"7849",1,"7849","Lion's Heart",2,0,0,12,1,0,0,0,0,0,0,0
"7853",1,"7853","You can never be mine",5,0,0,21,0,0,0,0,0,0,0,0
"7856",1,"7856","Thou Gild'st the Even",4,0,0,21,1,0,0,0,0,0,0,0
"7860",1,"7860","Rhythm of the Rain",4,0,0,18,0,0,0,0,0,0,0,0
"7863",1,"7863","Madly in Love",3,0,0,13,0,0,0,0,0,0,0,0
"7864",1,"7864","Sunshine on Leith",3,0,0,17,0,0,0,0,0,0,0,0
"7868",1,"7868","Rushlights",1,0,0,10,0,0,0,0,0,0,0,0
"7871",1,"7871","Beyond the Memories",3,0,0,19,0,0,0,0,0,0,0,0
"7879",1,"7879","Amitiés sincères",2,0,0,16,0,0,0,0,0,0,0,0
"7880",1,"7880","Our Sunhi",2,0,0,9,0,0,0,0,0,0,0,0
"7887",1,"7887","Pee Mak Phrakanong",3,0,0,18,0,0,0,0,0,0,0,0
"7904",1,"7904","Maleficent",1,0,0,10,0,0,0,0,0,0,0,0
"7905",1,"7905","The Fault in Our Stars",5,0,0,22,0,0,0,0,0,0,1,-1
"7911",1,"7911","Love, Rosie",2,0,0,11,0,0,0,0,0,0,0,1
"7913",1,"7913","The Theory of Everything",4,0,0,24,0,0,0,0,0,0,1,0
"7917",1,"7917","The Maid",2,0,0,8,0,0,0,0,0,0,1,0
"7924",1,"7924","Inherent Vice",2,0,0,13,0,0,0,0,0,0,0,-1
"7928",1,"7928","Beauty and the Beast",4,0,0,20,0,0,0,0,0,0,0,1
"7931",1,"7931","Playing It Cool",3,0,0,15,0,0,0,0,0,0,0,1
"7957",1,"7957","Counselor week at Camp Liberty",5,0,0,30,0,0,0,0,0,0,0,1
"7965",1,"7965","Step Up All In",4,0,0,14,0,0,0,0,0,0,0,0
"7974",1,"7974","That Awkward Moment",3,0,0,19,0,0,0,0,0,0,0,-1
"7981",1,"7981","The Book of Life",4,0,0,16,0,0,0,0,0,0,1,0
"7988",1,"7988","The Other Woman",3,0,0,15,0,0,0,0,0,0,1,0
"7998",1,"7998","Two Night Stand",3,0,0,15,0,0,0,0,0,0,0,0
"8004",1,"8004","Laggies",1,0,0,7,0,0,0,0,0,0,0,0
"8008",1,"8008","Escobar: Paradise Lost",3,0,0,22,0,0,1,0,0,0,0,0
"8020",1,"8020","Feast",1,0,0,5,0,0,0,0,0,0,0,0
"8036",1,"8036","The Best of Me",4,0,0,14,0,0,0,0,0,0,1,1
"8039",1,"8039","And So It Goes",4,0,0,14,0,0,0,0,0,0,0,0
"8047",1,"8047","Suite Française",2,0,0,15,0,0,0,0,0,0,0,0
"8051",1,"8051","What's Going On With My Sister",6,0,0,30,1,0,0,0,0,0,0,0
"8054",1,"8054","Winter's Tale",2,0,0,13,1,0,0,0,0,0,0,0
"8084",1,"8084","Think Like a Man Too",5,0,0,20,0,0,0,0,0,0,0,1
"8088",1,"8088","Endless Love",2,0,0,12,0,0,0,0,0,0,0,1
"8094",1,"8094","Sorry If I Call You Love",6,0,0,24,0,0,0,0,0,0,0,0
"8102",1,"8102","Sadece Sen",2,0,0,10,0,0,0,0,0,0,0,0
"8106",1,"8106","A Little Chaos",3,0,0,14,0,0,0,0,0,0,0,-2
"8107",1,"8107","About Last Night",3,0,0,16,0,0,0,0,0,0,0,0
"8121",1,"8121","In Your Eyes",3,0,0,12,0,0,0,0,0,0,0,0
"8133",1,"8133","Grace of Monaco",3,0,0,15,0,0,0,0,0,0,0,1
"8143",1,"8143","Bang Bang",2,0,0,9,0,0,0,0,0,0,0,0
"8145",1,"8145","Love at First Fight",4,0,0,19,0,0,0,0,0,0,0,1
"8151",1,"8151","Cloud 9",2,1,8,7,0,0,0,0,0,0,0,-1
"8154",1,"8154","The One I Love",4,0,0,14,0,0,0,0,0,0,1,1
"8155",1,"8155","Sex, Love & Therapy",4,0,0,19,0,0,0,0,0,1,0,1
"8164",1,"8164","Pompeii",1,0,0,7,0,0,0,0,0,0,0,0
"8169",1,"8169","Magic in the Moonlight",4,0,0,22,0,0,0,0,0,0,0,1
"8173",1,"8173","The Sroty of Ong-nyeo",4,0,0,21,0,0,0,1,0,0,1,0
"8177",1,"8177","Just Before I Go",4,0,0,16,0,0,0,0,0,0,0,0
"8189",1,"8189","Love's Coming",2,0,0,13,1,0,0,0,0,0,0,0
"8194",1,"8194","The Club of the Misunderstood",5,0,0,29,0,0,0,0,0,0,1,-1
"8213",1,"8213","Delirium",1,0,0,8,0,0,0,0,0,0,0,-1
"8217",1,"8217","Obvious Child",2,0,0,13,0,0,0,0,0,0,0,0
"8219",1,"8219","Latitudes",1,0,0,9,0,0,0,0,0,0,0,0
"8226",1,"8226","The Disappearance of Eleanor Rigby: Him",6,0,0,39,0,0,1,0,0,0,1,0
"8235",1,"8235","Young Mother 2",3,1,15,14,0,0,0,0,0,0,0,0
"8252",1,"8252","Kick",1,0,0,4,0,0,0,0,0,0,0,0
"8259",1,"8259","The Way He Looks",4,0,0,16,0,0,0,0,0,0,1,0
"8274",1,"8274","October Gale",2,0,0,12,0,0,0,0,0,0,0,0
"8280",1,"8280","Beyond the Lights",3,0,0,17,0,0,0,0,0,0,0,0
"8284",1,"8284","Barefoot",1,0,0,8,0,0,0,0,0,0,0,0
"8303",1,"8303","The Little Death",3,0,0,16,0,0,0,0,0,0,1,-2
"8314",1,"8314","The Rewrite",2,0,0,11,0,0,0,0,0,0,1,0
"8316",1,"8316","The Last: Naruto the Movie",5,0,0,26,0,0,1,0,0,0,1,0
"8321",1,"8321","Blue Spring Ride",3,0,0,16,0,0,0,0,0,0,0,0
"8329",1,"8329","My Old Lady",3,0,0,11,0,0,0,0,0,0,0,0
"8336",1,"8336","Brotherhood of Blades",3,0,0,21,0,0,0,0,0,0,0,0
"8343",1,"8343","Before We Go",3,0,0,12,0,0,0,0,0,0,0,0
"8348",1,"8348","Gangster Payday",2,0,0,15,0,0,0,0,0,0,0,-1
"8369",1,"8369","Lovesick",1,0,0,8,0,0,0,0,0,0,0,0
"8373",1,"8373","Kendime İyi Bak",3,0,0,15,0,0,0,0,0,0,0,0
"8374",1,"8374","Affair",1,0,0,6,0,0,0,0,0,0,0,0
"8377",1,"8377","The Last Five Years",4,0,0,19,0,0,0,0,0,0,1,0
"8384",1,"8384","Comet",1,0,0,5,0,0,0,0,0,0,0,0
"8386",1,"8386","We'll Never Have Paris",4,0,0,22,1,0,0,0,0,0,0,1
"8387",1,"8387","Fakat Müzeyyen Bu Derin Bir Tutku",6,0,0,33,0,0,0,0,0,0,0,0
"8397",1,"8397","Bird People",2,0,0,11,0,0,0,0,0,0,0,0
"8412",1,"8412","The Song",2,0,0,8,0,0,0,0,0,0,1,0
"8415",1,"8415","Jamesy Boy",2,0,0,10,0,0,0,0,0,0,0,0
"8416",1,"8416","Lan Kwai Fong 3",4,1,16,15,0,0,0,0,0,0,0,0
"8424",1,"8424","My Hawaiian Discovery",3,0,0,21,0,0,0,0,0,0,0,0
"8425",1,"8425","Warsaw 44",2,1,9,9,0,0,0,0,0,0,0,0
"8435",1,"8435","S for Sex, S for Secrets",6,0,0,24,0,0,0,0,0,0,0,0
"8438",1,"8438","The White Haired Witch of Lunar Kingdom",7,0,0,39,0,0,0,0,0,0,1,0
"8443",1,"8443","Boss Wants a Happy Ending",5,0,0,25,0,0,0,0,0,0,0,1
"8448",1,"8448","9 Kisses",2,1,2,8,0,0,0,0,0,0,0,0
"8455",1,"8455","3 Hearts",2,1,2,8,0,0,0,0,0,0,0,0
"8457",1,"8457","5 to 7",3,1,2,6,0,0,0,0,0,0,0,0
"8458",1,"8458","Elsa & Fred",3,0,0,11,0,0,0,0,0,1,0,0
"8485",1,"8485","The Third One",3,0,0,13,0,0,0,0,0,0,1,0
"8494",1,"8494","Kung Fu Angels",3,0,0,14,0,0,0,0,0,0,0,0
"8495",1,"8495","Baby Bootcamp",2,0,0,13,0,0,0,0,0,0,0,0
"8502",1,"8502","My Boyfriends' Dogs",3,0,0,19,1,0,0,0,0,0,0,0
"8506",1,"8506","Lust for Love",3,0,0,13,0,0,0,0,0,0,0,1
"8507",1,"8507","Divorce French Style",3,0,0,20,0,0,0,0,0,0,0,0
"8513",1,"8513","Obsessed",1,0,0,8,0,0,0,0,0,0,0,-1
"8520",1,"8520","Haider",1,0,0,6,0,0,0,0,0,0,0,0
"8528",1,"8528","Scarlet Innocence",2,0,0,17,0,0,0,0,0,0,0,0
"8530",1,"8530","Love Match",2,0,0,10,0,0,0,0,0,0,0,1
"8533",1,"8533","Tokyo Fiancée",2,0,0,13,0,0,0,0,0,0,0,0
"8543",1,"8543","Food Chain",2,0,0,10,0,0,0,0,0,0,0,0
"8557",1,"8557","Flying Home",2,0,0,11,0,0,0,0,0,0,0,0
"8589",1,"8589","Vasilisa",1,0,0,8,0,0,0,0,0,0,0,0
"8593",1,"8593","Spanish Affair",2,0,0,14,0,0,0,0,0,0,0,0
"8595",1,"8595","Beloved Sisters",2,0,0,15,0,0,0,0,0,0,0,1
"8608",1,"8608","Hidden Away",2,0,0,11,0,0,0,0,0,0,0,0
"8612",1,"8612","In My Dreams",3,0,0,12,0,0,0,0,0,0,0,0
"8615",1,"8615","Likes or Dislikes",3,0,0,17,0,0,0,0,0,0,0,-1
"8616",1,"8616","Nude Area",2,0,0,9,0,0,0,0,0,0,0,0
"8627",1,"8627","Copenhagen",1,0,0,10,0,0,0,0,0,0,0,0
"8630",1,"8630","Bad Sister",2,0,0,10,0,0,0,0,0,0,0,-1
"8637",1,"8637","Kicking Out Shoshana",3,0,0,20,0,0,0,0,0,0,0,0
"8644",1,"8644","The Last Straight Man",4,0,0,21,0,0,0,0,0,0,1,0
"8653",1,"8653","Standby",1,0,0,7,0,0,0,0,0,0,0,0
"8667",1,"8667","Don't Go Breaking My Heart 2",6,1,29,28,1,0,0,0,0,0,0,0
"8694",1,"8694","A Choo",2,0,0,6,0,0,0,0,0,0,0,0
"8699",1,"8699","Sex Ed",2,0,0,6,0,0,0,0,0,0,0,0
"8703",1,"8703","Aşk Oyunu",2,0,0,9,0,0,0,0,0,0,0,0
"8711",1,"8711","Petals on the Wind",4,0,0,18,0,0,0,0,0,0,0,0
"8716",1,"8716","For a Handful of Kisses",5,0,0,23,0,0,0,0,0,0,0,0
"8735",1,"8735","Tamako Love Story",3,0,0,17,0,0,0,0,0,0,0,1
"8737",1,"8737","A Small September Affair",4,0,0,24,0,0,0,0,0,0,0,-1
"8739",1,"8739","Paradise in Service",3,0,0,19,0,0,0,0,0,0,0,1
"8762",1,"8762","Mucize",1,0,0,6,0,0,0,0,0,0,0,0
"8769",1,"8769","Brabançonne",1,0,0,11,0,0,0,0,0,0,0,0
"8796",1,"8796","Tuscan Wedding",2,0,0,14,0,0,0,0,0,0,0,0
"8797",1,"8797","Diary of An Ugly",4,0,0,16,0,0,0,0,0,0,0,-1
"8817",1,"8817","Café. Waiting. Love",3,0,0,19,0,0,0,0,0,0,0,1
"8822",1,"8822","Road to Your Heart",4,0,0,18,0,0,0,0,0,0,0,0
"8828",1,"8828","Committed",1,0,0,9,0,0,0,0,0,0,0,0
"8832",1,"8832","Quantum Love",2,0,0,12,0,0,0,0,0,0,0,1
"8837",1,"8837","Jamais le premier soir",4,0,0,22,0,0,0,0,0,0,0,0
"8840",1,"8840","Lies 2014",2,1,7,9,0,0,0,0,0,0,0,-1
"8842",1,"8842","Endless Nights in Aurora",4,0,0,24,0,0,0,0,0,0,0,0
"8881",1,"8881","Fifty Shades of Grey",4,0,0,20,0,0,0,0,0,0,0,-1
"8890",1,"8890","Paper Towns",2,0,0,11,0,0,0,0,0,0,0,0
"8895",1,"8895","The DUFF",2,0,0,8,0,0,0,0,0,0,1,0
"8899",1,"8899","Focus",1,0,0,5,0,0,0,0,0,0,0,0
"8909",1,"8909","The Age of Adaline",4,0,0,18,0,0,0,0,0,0,1,0
"8924",1,"8924","Young Mother 3",3,1,15,14,0,0,0,0,0,0,0,0
"8931",1,"8931","Brooklyn",1,0,0,8,0,0,0,0,0,0,0,0
"8943",1,"8943","The Lobster",2,0,0,11,0,0,0,0,0,0,1,0
"8953",1,"8953","Ashby",1,0,0,5,0,0,0,0,0,0,0,0
"8955",1,"8955","The Longest Ride",3,0,0,16,0,0,0,0,0,0,1,0
"8956",1,"8956","Hello, My Name Is Doris",5,0,0,23,0,0,0,0,0,0,0,0
"8970",1,"8970","We Are Your Friends",4,0,0,19,0,0,0,0,0,0,0,0
"9002",1,"9002","Slow West",2,0,0,9,0,0,0,0,0,0,0,-1
"9003",1,"9003","Far from the Madding Crowd",5,0,0,26,0,0,0,0,0,0,0,0
"9009",1,"9009","Equals",1,0,0,6,0,0,0,0,0,0,0,0
"9020",1,"9020","Carol",1,0,0,5,0,0,0,0,0,0,0,0
"9022",1,"9022","Anomalisa",1,0,0,9,0,0,0,0,0,0,0,0
"9025",1,"9025","The Diary of a Teenage Girl",6,0,0,27,0,0,0,0,0,0,1,0
"9035",1,"9035","Man Up",2,0,0,6,0,0,0,0,0,0,0,0
"9052",1,"9052","Knight of Cups",3,0,0,14,0,0,0,0,0,0,0,0
"9058",1,"9058","The Girl King",3,0,0,13,0,0,0,0,0,0,1,0
"9060",1,"9060","Miss You Already",3,0,0,16,0,0,0,0,0,0,0,-1
"9062",1,"9062","The Escort",2,0,0,10,0,0,0,0,0,0,1,0
"9081",1,"9081","My King",2,0,0,7,0,0,0,0,0,0,0,0
"9089",1,"9089","One Wild Moment",3,0,0,15,0,0,0,0,0,0,0,-1
"9093",1,"9093","Battle for Sevastopol",3,0,0,21,0,0,0,0,0,0,0,0
"9098",1,"9098","College Coeds vs. Zombie Housewives",5,0,0,35,0,0,0,0,0,0,0,-1
"9106",1,"9106","By the Sea",3,0,0,10,0,0,0,0,0,0,0,0
"9124",1,"9124","Palm Trees in the Snow",5,0,0,22,0,0,0,0,0,0,0,0
"9131",1,"9131","Asthma",1,0,0,6,0,0,0,0,0,0,0,0
"9144",1,"9144","He's a Dragon",3,0,0,13,1,0,0,0,0,0,0,0
"9148",1,"9148","Dil Dhadakne Do",3,0,0,15,0,0,0,0,0,0,0,0
"9155",1,"9155","Freeheld",1,0,0,8,0,0,0,0,0,0,0,0
"9162",1,"9162","Cute and Dangerous",3,0,0,18,0,0,0,0,0,0,0,0
"9186",1,"9186","Victoria",1,0,0,8,0,0,0,0,0,0,0,0
"9194",1,"9194","Accidental Love",2,0,0,15,0,0,0,0,0,0,0,0
"9195",1,"9195","Tanna",1,0,0,5,0,0,0,0,0,0,0,0
"9196",1,"9196","Learning to Drive",3,0,0,17,0,0,0,0,0,0,0,0
"9204",1,"9204","The Crossing II",3,0,0,15,0,0,0,0,0,0,1,0
"9205",1,"9205","Naomi and Ely's No Kiss List",6,0,0,28,1,0,0,0,0,0,0,0
"9209",1,"9209","Lava",1,0,0,4,0,0,0,0,0,0,0,0
"9211",1,"9211","Tumbledown",1,0,0,10,0,0,0,0,0,0,0,0
"9228",1,"9228","Female War: A Nasty Deal",5,0,0,24,0,0,1,0,0,0,0,-1
"9229",1,"9229","Windstorm 2",2,1,12,11,0,0,0,0,0,0,0,0
"9235",1,"9235","The Beauty Inside",3,0,0,17,0,0,0,0,0,0,1,1
"9237",1,"9237","Swung",1,0,0,5,0,0,0,0,0,0,0,0
"9241",1,"9241","Empire of Lust",3,0,0,14,0,0,0,0,0,0,0,0
"9251",1,"9251","14+",1,1,2,3,0,0,0,0,0,0,0,0
"9252",1,"9252","Aloha",1,0,0,5,0,0,0,0,0,0,0,0
"9275",1,"9275","The Forbidden Room",3,0,0,18,0,0,0,0,0,0,1,-1
"9276",1,"9276","Mountains May Depart",3,0,0,20,0,0,0,0,0,0,0,0
"9290",1,"9290","Two Friends",2,0,0,11,0,0,0,0,0,0,0,0
"9292",1,"9292","Un plus une",3,0,0,11,0,0,0,0,0,0,0,0
"9294",1,"9294","Lazy Hazy Crazy",3,0,0,15,0,0,0,0,0,0,0,-3
"9299",1,"9299","6 Years",2,1,2,7,0,0,0,0,0,0,0,0
"9300",1,"9300","Being Charlie",2,0,0,13,0,0,0,0,0,0,0,0
"9305",1,"9305","Husband Factor",2,0,0,14,0,0,0,0,0,0,0,0
"9311",1,"9311","Marguerite & Julien",3,0,0,19,0,0,0,0,0,1,0,0
"9337",1,"9337","A Royal Night Out",4,0,0,17,0,0,0,0,0,0,0,0
"9339",1,"9339","The Lovers",2,0,0,10,0,0,0,0,0,0,1,0
"9346",1,"9346","What's Left of You",4,0,0,18,1,0,0,0,0,0,0,0
"9355",1,"9355","Bajirao Mastani",2,0,0,15,0,0,0,0,0,0,0,0
"9363",1,"9363","Casa Amor: Exclusive for Ladies",5,0,0,31,0,0,1,0,0,0,0,0
"9371",1,"9371","Love Arumirai",2,0,0,13,0,0,0,0,0,0,0,1
"9375",1,"9375","Love on the Air",4,0,0,15,0,0,0,0,0,0,0,1
"9382",1,"9382","Baby, Baby, Baby",3,0,0,16,0,0,0,0,0,0,0,0
"9383",1,"9383","Buddy’s Mom",2,0,0,11,0,0,0,0,0,0,0,0
"9393",1,"9393","Liza, the Fox-Fairy",3,0,0,19,0,0,0,1,0,0,0,0
"9399",1,"9399","Bajrangi Bhaijaan",2,0,0,17,0,0,0,0,0,0,0,0
"9403",1,"9403","La Novia",2,0,0,8,0,0,0,0,0,0,0,0
"9416",1,"9416","Ever Been to the Moon?",5,0,0,22,0,1,0,0,0,0,0,0
"9417",1,"9417","Family For Rent",3,0,0,15,0,0,0,0,0,0,0,0
"9422",1,"9422","One Night in Taipei",4,0,0,19,0,0,0,0,0,0,0,0
"9425",1,"9425","Heroine Disqualified",2,0,0,20,0,0,0,0,0,0,0,0
"9459",1,"9459","Hero",1,0,0,4,0,0,0,0,0,0,0,1
"9472",1,"9472","Me You and Five Bucks",5,0,0,21,0,0,0,0,0,0,0,0
"9475",1,"9475","Love",1,0,0,4,0,0,0,0,0,0,0,1
"9482",1,"9482","Love Forecast",2,0,0,13,0,0,0,0,0,0,0,1
"9491",1,"9491","The Last Women Standing",4,0,0,23,0,0,0,0,0,0,1,0
"9496",1,"9496","Barcelona Christmas Night",3,0,0,25,0,0,0,0,0,0,0,0
"9497",1,"9497","Love at the End of the World",7,0,0,28,0,0,0,0,0,0,0,1
"9520",1,"9520","Tiny Times 4",3,1,13,12,0,0,0,0,0,0,0,0
"9523",1,"9523","Sexo salvaje",2,0,0,12,0,0,0,0,0,0,0,0
"9530",1,"9530","Eternal Summer",2,0,0,14,0,0,0,0,0,0,0,0
"9537",1,"9537","The Sense of Wonder",4,0,0,19,0,0,0,0,0,0,1,1
"9538",1,"9538","Lady Chatterley's Lover",3,0,0,23,1,0,0,0,0,0,0,0
"9551",1,"9551","Our Times",2,0,0,9,0,0,0,0,0,0,0,0
"9562",1,"9562","Que pena tu vida",4,0,0,16,0,0,0,0,0,0,0,0
"9567",1,"9567","No Stranger Than Love",4,0,0,21,0,0,0,0,0,0,0,0
"9584",1,"9584","Summertime",1,0,0,10,0,0,0,0,0,0,0,0
"9591",1,"9591","Letters to Santa 2",4,1,19,18,0,0,0,0,0,0,0,0
"9597",1,"9597","A Delicious Flight",3,0,0,18,0,0,0,0,0,0,0,1
"9598",1,"9598","Just in Time for Christmas",5,0,0,26,0,0,0,0,0,0,0,0
"9603",1,"9603","The Sound Of A Flower",5,0,0,21,0,0,0,0,0,0,1,0
"9606",1,"9606","With Left Hand Only",4,0,0,19,0,0,0,0,0,0,0,0
"9617",1,"9617","Aşk Olsun",2,0,0,9,0,0,0,0,0,0,0,0
"9625",1,"9625","Spanish Affair 2",3,1,17,16,0,0,0,0,0,0,0,0
"9630",1,"9630","A Christmas Detour",3,0,0,18,0,0,0,0,0,0,0,0
"9646",1,"9646","Delicious Delivery",2,0,0,18,0,0,0,0,0,0,0,1
"9665",1,"9665","Lady of the Dynasty",4,0,0,19,0,0,0,0,0,0,0,0
